Date,Year,Experiment,DataUse,Replication,Month,Vegetation,VegType,N2O,N_rate,PP2,PP7,AirT,DAF_TD,DAF_SD,WFPS25cm,NH4,NO3,Clay,Sand,SOM
11/12/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,1.732954529,170,0,0,5,188,154,0.676546101,9.357926,23.36643,62.5,637.5,1.174072
11/13/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,4.845850696,170,9.91,9.91,-0.7,189,155,0.715848828,9.368523,23.40638,62.5,637.5,1.174072
11/14/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,3.704334597,170,9.91,9.91,-0.9,190,156,0.699626164,9.374018,23.450477,62.5,637.5,1.174072
11/15/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,2.016275185,170,0,9.91,0.1,191,157,0.694677612,9.371532,23.505893,62.5,637.5,1.174072
11/16/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,1.060357073,170,0,9.91,2.3,192,158,0.685985753,9.363112,23.573134,62.5,637.5,1.174072
11/17/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0,9.91,3.7,193,159,0.682220351,9.350561,23.646739,62.5,637.5,1.174072
11/18/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0,9.91,5.6,194,160,0.679753324,9.3306,23.734547,62.5,637.5,1.174072
11/19/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0.311044846,170,0,9.91,6.4,195,161,0.675202838,9.30862,23.824198,62.5,637.5,1.174072
11/20/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0,0,7,196,162,0.673074539,9.286617,23.913298,62.5,637.5,1.174072
11/21/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0.25,0.25,5.1,197,163,0.673718203,9.265383,24.000824,62.5,637.5,1.174072
11/22/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0.508862891,170,0.25,0.25,10.1,198,164,0.672233568,9.232437,24.113029,62.5,637.5,1.174072
11/23/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0.450239897,170,1.27,1.52,3.3,199,165,0.678949595,9.203736,24.192673,62.5,637.5,1.174072
11/24/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,2.54,2.79,-1.4,200,166,0.679157951,9.187064,24.248366,62.5,637.5,1.174072
11/25/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,1.27,2.79,-0.7,201,167,0.672724763,9.169499,24.305035,62.5,637.5,1.174072
11/26/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,-0.741943227,170,0,2.79,-0.4,202,168,0.66797697,9.15215,24.360762,62.5,637.5,1.174072
11/27/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0,2.79,-1.8,203,169,0.661752137,9.136136,24.413227,62.5,637.5,1.174072
11/28/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0,2.54,0.2,204,170,0.656312389,9.115526,24.47376,62.5,637.5,1.174072
11/29/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,0,170,0,2.54,2.9,205,171,0.652558035,9.08821,24.545286,62.5,637.5,1.174072
11/30/12,2012,BCSE_KBS,Building,R1,November,Corn,Annual,-0.95282853,170,0,1.27,3.7,206,172,0.652558035,9.056897,24.615465,62.5,637.5,1.174072
12/1/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,-0.470951563,170,0,0,6.3,207,173,0.66980551,9.012312,24.706353,62.5,637.5,1.174072
12/2/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0.25,0.25,11.3,208,174,0.705884142,9.005887,24.754537,62.5,637.5,1.174072
12/3/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0.949900479,170,10.41,10.41,11.8,209,175,0.705463979,8.986632,24.819735,62.5,637.5,1.174072
12/4/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,2.364071461,170,10.16,10.41,10.4,210,176,0.708329071,8.959334,24.894188,62.5,637.5,1.174072
12/5/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,1.27,11.68,0.1,211,177,0.706256659,8.939775,24.949796,62.5,637.5,1.174072
12/6/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,1.27,11.68,0.5,212,178,0.694290594,8.920963,25.004028,62.5,637.5,1.174072
12/7/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,-0.401317853,170,0,11.68,5,213,179,0.705698528,8.899937,25.066166,62.5,637.5,1.174072
12/8/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,2.03,13.71,2,214,180,0.723379633,8.893425,25.109865,62.5,637.5,1.174072
12/9/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,1.05282372,170,6.35,17.78,1,215,181,0.724350976,8.894826,25.143994,62.5,637.5,1.174072
12/10/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,7.11,10.41,1.6,216,182,0.732864172,8.893819,25.17997,62.5,637.5,1.174072
12/11/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,3.04,10.66,-1.5,217,183,0.716342096,8.890042,25.215786,62.5,637.5,1.174072
12/12/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0.405097738,170,0.25,9.39,0.4,218,184,0.701996609,8.878474,25.262781,62.5,637.5,1.174072
12/13/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0,9.39,2.2,219,185,0.69467416,8.860378,25.318804,62.5,637.5,1.174072
12/14/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0,9.39,2.6,220,186,0.687563518,8.837667,25.381016,62.5,637.5,1.174072
12/15/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0,7.36,3.8,221,187,0.68618306,8.816816,25.441489,62.5,637.5,1.174072
12/16/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,2.03,5.07,7.3,222,188,0.726244726,8.798455,25.50208,62.5,637.5,1.174072
12/17/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,4.06,4.31,3.6,223,189,0.720291685,8.782189,25.556584,62.5,637.5,1.174072
12/19/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0.51,4.57,2.3,225,191,0.716173055,8.747301,25.666207,62.5,637.5,1.174072
12/20/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0.51,4.57,4.1,226,192,0.76661202,8.779305,25.67338,62.5,637.5,1.174072
12/21/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0.512303837,170,20.32,24.89,0.4,227,193,0.748904722,8.800966,25.687362,62.5,637.5,1.174072
12/22/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,21.84,26.41,-1.1,228,194,0.733865208,8.813887,25.708017,62.5,637.5,1.174072
12/23/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0.342488631,170,1.52,24.38,-2.9,229,195,0.695459292,8.821293,25.731684,62.5,637.5,1.174072
12/24/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0,22.35,-3.8,230,196,0.630848073,8.82552,25.75682,62.5,637.5,1.174072
12/27/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,1.146650105,170,3.05,24.89,-4.7,233,199,0.587243861,8.820543,25.846698,62.5,637.5,1.174072
12/28/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,1.469760129,170,3.05,4.57,-4,234,200,0.596627674,8.816173,25.878115,62.5,637.5,1.174072
12/29/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,3.436682224,170,0.76,3.81,-3.3,235,201,0.601178161,8.809687,25.912914,62.5,637.5,1.174072
12/30/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,1.285167236,170,1.27,4.32,-4.7,236,202,0.608206722,8.80343,25.946064,62.5,637.5,1.174072
12/31/12,2012,BCSE_KBS,Building,R1,December,Corn,Annual,0,170,0.76,4.57,-1.9,237,203,0.612653031,8.794716,25.985065,62.5,637.5,1.174072
1/2/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,3.597893416,170,0,4.57,-5.5,239,205,0.609095984,8.780118,26.052589,62.5,637.5,1.174072
1/3/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0,170,0,1.52,-5.4,240,206,0.59584259,8.774026,26.083461,62.5,637.5,1.174072
1/4/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.549594576,170,0,1.52,-2.7,241,207,0.597025741,8.764025,26.122026,62.5,637.5,1.174072
1/5/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,1.013856856,170,0,0.76,-2.1,242,208,0.602164004,8.756778,26.159109,62.5,637.5,1.174072
1/6/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,4.660267277,170,0.51,0.76,0.4,243,209,0.609769293,8.747425,26.202215,62.5,637.5,1.174072
1/7/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,2.597178554,170,0.76,0.76,-1.4,244,210,0.617195921,8.735582,26.245987,62.5,637.5,1.174072
1/8/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,1.388589678,170,0.25,0.76,-1.1,245,211,0.617300099,8.721496,26.29304,62.5,637.5,1.174072
1/9/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,3.667460522,170,0,0.76,3.6,246,212,0.657410006,8.699654,26.354594,62.5,637.5,1.174072
1/10/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.502799785,170,0.51,1.27,0.4,247,213,0.688579054,8.692478,26.398313,62.5,637.5,1.174072
1/11/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.482657963,170,6.1,6.86,7.5,248,214,0.758400309,8.725341,26.408082,62.5,637.5,1.174072
1/12/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.291258669,170,24.39,25.66,9.7,249,215,0.74168645,8.753853,26.42403,62.5,637.5,1.174072
1/13/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,-0.326949934,170,24.9,31.25,0.5,250,216,0.749102029,8.790349,26.424394,62.5,637.5,1.174072
1/14/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,1.280228455,170,18.8,43.7,-5.8,251,217,0.707980036,8.809799,26.433274,62.5,637.5,1.174072
1/15/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,1.592871439,170,12.7,43.7,-6.5,252,218,0.663877725,8.823323,26.447777,62.5,637.5,1.174072
1/16/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,2.293472093,170,0,43.7,-4.1,253,219,0.601502436,8.831582,26.467929,62.5,637.5,1.174072
1/17/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,5.515200824,170,0,43.19,-2,254,220,0.597539726,8.834204,26.496369,62.5,637.5,1.174072
1/18/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,4.29344456,170,0,37.6,-3,255,221,0.568573509,8.833023,26.528788,62.5,637.5,1.174072
1/19/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,6.040007665,170,0,18.8,4.6,256,222,0.59039939,8.820221,26.583783,62.5,637.5,1.174072
1/20/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.925988511,170,0,12.7,-6.9,257,223,0.586466374,8.81135,26.622746,62.5,637.5,1.174072
1/21/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.742359432,170,0,0,-11.1,258,224,0.57202983,8.810043,26.645043,62.5,637.5,1.174072
1/22/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0,170,3.3,3.3,-15.9,259,225,0.565008866,8.811094,26.660587,62.5,637.5,1.174072
1/23/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.534863613,170,4.57,4.57,-12.5,260,226,0.554264919,8.81028,26.679306,62.5,637.5,1.174072
1/24/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0.560052105,170,1.27,4.57,-11.6,261,227,0.549481609,8.806522,26.703638,62.5,637.5,1.174072
1/25/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,0,170,0,4.57,-8.4,262,228,0.545329188,8.802337,26.728428,62.5,637.5,1.174072
1/26/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,2.871360987,170,0,4.57,-5.3,263,229,0.556000329,8.794558,26.76008,62.5,637.5,1.174072
1/27/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,3.646318755,170,0,4.57,-4.8,264,230,0.551271181,8.786765,26.79173,62.5,637.5,1.174072
1/28/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,4.616428431,170,4.06,8.63,3.2,265,231,0.639506093,8.797905,26.813953,62.5,637.5,1.174072
1/29/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,3.385976253,170,9.39,10.66,9.6,266,232,0.722617339,8.825316,26.826485,62.5,637.5,1.174072
1/30/13,2013,BCSE_KBS,Building,R1,January,Corn,Annual,5.387817092,170,15.74,19.8,7.5,267,233,0.766005599,8.866607,26.824501,62.5,637.5,1.174072
2/5/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,2.518340108,170,2.79,178.29,-8.1,273,239,0.706271853,8.954466,26.867207,62.5,637.5,1.174072
2/6/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,0,170,2.54,168.39,-4.2,274,240,0.702904516,8.959089,26.887126,62.5,637.5,1.174072
2/7/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,2.00726014,170,0.51,139.69,-0.8,275,241,0.703700649,8.979017,26.898457,62.5,637.5,1.174072
2/8/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.62432374,170,6.6,65.01,-2.6,276,242,0.710226966,8.99112,26.913843,62.5,637.5,1.174072
2/9/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,2.517127829,170,8.63,12.69,-6.7,277,243,0.705382591,8.998073,26.930997,62.5,637.5,1.174072
2/10/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.495884387,170,2.03,11.93,-0.1,278,244,0.70123017,9.018125,26.944092,62.5,637.5,1.174072
2/11/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.33582946,170,2.29,13.46,2.1,279,245,0.745753338,9.043011,26.95699,62.5,637.5,1.174072
2/12/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.128224686,170,3.05,12.19,-2.3,280,246,0.721802562,9.058954,26.973166,62.5,637.5,1.174072
2/13/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,5.362367531,170,0.76,11.68,-1,281,247,0.71161502,9.076761,26.989858,62.5,637.5,1.174072
2/14/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.950759506,170,0,11.68,1.1,282,248,0.713988916,9.098617,27.004335,62.5,637.5,1.174072
2/15/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.662710185,170,0.51,5.59,-4.1,283,249,0.71193515,9.11208,27.021658,62.5,637.5,1.174072
2/16/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.249502455,170,0.51,3.56,-7.8,284,250,0.665667297,9.121169,27.037695,62.5,637.5,1.174072
2/17/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.330278842,170,1.52,5.08,-10,285,251,0.629378631,9.126813,27.054925,62.5,637.5,1.174072
2/18/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,6.202573436,170,1.52,2.79,0.6,286,252,0.600129575,9.147237,27.068792,62.5,637.5,1.174072
2/19/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.397992331,170,3.05,5.08,-3.9,287,253,0.654442218,9.177076,27.072469,62.5,637.5,1.174072
2/20/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,0,170,8.64,10.67,-7.9,288,254,0.669630007,9.193528,27.081772,62.5,637.5,1.174072
2/21/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.676305072,170,6.61,11.69,-5.6,289,255,0.652715389,9.206409,27.09652,62.5,637.5,1.174072
2/22/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,2.751717688,170,1.02,11.18,-3.5,290,256,0.624251416,9.215095,27.118,62.5,637.5,1.174072
2/23/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.292850926,170,6.6,17.78,-3,291,257,0.626721894,9.220184,27.143752,62.5,637.5,1.174072
2/24/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.193326373,170,6.85,16.51,-2.3,292,258,0.627506978,9.226783,27.168345,62.5,637.5,1.174072
2/25/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,4.765334021,170,0.25,16.51,-2.7,293,259,0.626126521,9.245985,27.186131,62.5,637.5,1.174072
2/26/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,3.483344376,170,0,13.46,-0.7,294,260,0.621378727,9.259418,27.208134,62.5,637.5,1.174072
2/27/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,1.835377108,170,10.67,18.54,0.7,295,261,0.640280225,9.288138,27.218237,62.5,637.5,1.174072
2/28/13,2013,BCSE_KBS,Building,R1,February,Corn,Annual,0.9895672,170,18.54,25.39,0.7,296,262,0.650657477,9.312323,27.232943,62.5,637.5,1.174072
3/1/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,0,170,8.12,25.64,-3.3,297,263,0.669916299,9.327126,27.250051,62.5,637.5,1.174072
3/2/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,0.304896421,170,0.25,19.04,-5.5,298,264,0.667750758,9.336189,27.270696,62.5,637.5,1.174072
3/3/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,0.613123145,170,0,18.79,-5.1,299,265,0.639673803,9.339528,27.297097,62.5,637.5,1.174072
3/4/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,0,170,0,18.79,-4.9,300,266,0.619306316,9.348621,27.319908,62.5,637.5,1.174072
3/5/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,1.79936523,170,0,18.79,-2.7,301,267,0.598239277,9.356548,27.345845,62.5,637.5,1.174072
3/6/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,0.875860487,170,0,8.12,-0.6,302,268,0.590239373,9.365914,27.372913,62.5,637.5,1.174072
3/7/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,1.34407712,170,0,0.25,0,303,269,0.614543329,9.375943,27.398668,62.5,637.5,1.174072
3/8/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,2.029125423,170,0,0,-1.1,304,270,0.614156311,9.393244,27.421376,62.5,637.5,1.174072
3/9/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,3.850252823,170,0,0,1.2,305,271,0.615224235,9.415074,27.439477,62.5,637.5,1.174072
3/10/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,10.32370592,170,0,0,8.6,306,272,0.711164432,9.472417,27.429282,62.5,637.5,1.174072
3/11/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,41.94281282,170,2.79,2.79,7.5,307,273,0.745987935,9.527164,27.421803,62.5,637.5,1.174072
3/12/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,11.82724098,170,10.66,10.66,-0.3,308,274,0.722435225,9.567519,27.422205,62.5,637.5,1.174072
3/13/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,21.91196787,170,11.68,14.47,-3.4,309,275,0.710260804,9.59546,27.43006,62.5,637.5,1.174072
3/14/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,14.26154829,170,4.83,15.49,-1.4,310,276,0.678541269,9.616068,27.448667,62.5,637.5,1.174072
3/15/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,10.3174865,170,1.02,15.49,1,311,277,0.669440296,9.638702,27.468758,62.5,637.5,1.174072
3/16/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,2.187109724,170,3.05,18.54,-1.3,312,278,0.68783955,9.653426,27.49188,62.5,637.5,1.174072
3/17/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,1.330547336,170,5.34,20.83,-2.7,313,279,0.667661773,9.660296,27.521186,62.5,637.5,1.174072
3/18/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,5.829839706,170,2.29,18.04,-2,314,280,0.636027771,9.66306,27.554855,62.5,637.5,1.174072
3/19/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,3.131058769,170,3.56,13.73,-4.7,315,281,0.626145166,9.663821,27.586765,62.5,637.5,1.174072
3/20/13,2013,BCSE_KBS,Building,R1,March,Corn,Annual,3.229343021,170,3.81,10.17,-5.9,316,282,0.604594529,9.663762,27.61632,62.5,637.5,1.174072
4/26/13,2013,BCSE_KBS,Building,R1,April,Corn,Annual,0,170,8.38,38.09,7.6,353,319,0.67655439,9.716564,29.080529,62.5,637.5,1.174072
4/29/13,2013,BCSE_KBS,Building,R1,April,Corn,Annual,1.342090889,170,0.25,21.58,14.9,356,322,0.628198933,9.594753,29.420638,62.5,637.5,1.174072
4/30/13,2013,BCSE_KBS,Building,R1,April,Corn,Annual,2.210692631,170,0.25,21.58,17.4,357,323,0.675862436,9.654733,29.406814,62.5,637.5,1.174072
5/7/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,1.774603299,170,0,11.94,16.9,1,330,0.613051097,11.612726,32.950389,62.5,637.5,1.174072
5/8/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.086756437,170,0,0,18.1,2,331,0.632105015,12.633704,34.334413,62.5,637.5,1.174072
5/9/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.740019647,170,0,0,17.9,3,332,0.632503081,13.805007,35.409536,62.5,637.5,1.174072
5/11/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0,170,10.16,10.16,7.7,5,334,0.654675333,15.045744,36.486745,62.5,637.5,1.174072
5/12/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.445501566,170,7.62,10.92,4.2,6,335,0.649443941,15.408277,36.867523,62.5,637.5,1.174072
5/13/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.641488199,170,0.76,10.92,6,7,336,0.649339763,15.88758,37.390049,62.5,637.5,1.174072
5/14/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.683206888,170,0,10.92,15.6,8,337,0.66319953,16.61822,38.501605,62.5,637.5,1.174072
5/15/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,1.247729181,170,0,10.92,21.5,9,338,0.652472502,17.194261,39.614156,62.5,637.5,1.174072
5/16/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.577199823,170,0,10.92,18.3,10,339,0.641897942,17.627427,40.762024,62.5,637.5,1.174072
5/17/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,1.291970562,170,0,7.62,17.2,11,340,0.634586541,17.991763,41.582085,62.5,637.5,1.174072
5/18/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,1.118848068,170,0,0.76,19.5,12,341,0.63027233,18.149336,42.757892,62.5,637.5,1.174072
5/19/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,0.703135197,170,0,0,21.7,13,342,0.624986776,18.135592,43.975461,62.5,637.5,1.174072
5/20/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,1.758231667,170,0,0,24.1,14,343,0.621221374,17.944157,45.262766,62.5,637.5,1.174072
5/21/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,5.824126228,170,0.25,0.25,21.9,15,344,0.690415239,18.775135,45.107604,62.5,637.5,1.174072
5/22/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,7.089676383,170,16.51,16.51,18.7,16,345,0.726825599,19.006685,44.766215,62.5,637.5,1.174072
5/23/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,5.774068286,170,40.9,41.15,12.2,17,346,0.751462016,19.18893,44.549472,62.5,637.5,1.174072
5/24/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,4.457284469,170,27.69,44.2,9,18,347,0.744737108,19.336651,44.404062,62.5,637.5,1.174072
5/25/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,3.314789347,170,3.05,44.2,11,19,348,0.720615267,19.072542,44.284208,62.5,637.5,1.174072
5/30/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,16.05668199,170,57.65,63.75,24,24,353,0.72962311,17.471677,41.461827,62.5,637.5,1.174072
5/31/13,2013,BCSE_KBS,Building,R1,May,Corn,Annual,12.48251254,170,4.06,60.7,22.1,25,354,0.718840195,16.138009,40.237527,62.5,637.5,1.174072
6/1/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,10.17067882,170,2.79,63.49,20.6,26,355,0.719930216,15.456705,39.235284,62.5,637.5,1.174072
6/2/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,7.302739859,170,6.35,67.05,14.5,27,356,0.722891889,14.63602,38.141644,62.5,637.5,1.174072
6/3/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,6.342695771,170,4.83,68.32,11.9,28,357,0.702377458,14.250297,37.927208,62.5,637.5,1.174072
6/4/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,4.937267907,170,1.27,65.27,15,29,358,0.686753966,13.812831,37.625009,62.5,637.5,1.174072
6/5/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,3.886956112,170,0,11.68,16.5,30,359,0.668909046,13.279843,36.972971,62.5,637.5,1.174072
6/6/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,7.172206879,170,0,7.62,15.3,31,360,0.654176541,13.037974,36.861673,62.5,637.5,1.174072
6/7/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,3.055358979,170,0,7.62,14.7,32,361,0.648932028,12.121101,34.956386,62.5,637.5,1.174072
6/8/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,1.931364158,170,0,4.83,16.3,33,362,0.637953878,11.601204,34.075467,62.5,637.5,1.174072
6/9/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,1.054179035,170,0,1.27,19.9,34,363,0.631537263,10.980224,32.862164,62.5,637.5,1.174072
6/10/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,3.199359691,170,0,0,19,35,364,0.651002367,10.87161,31.852549,62.5,637.5,1.174072
6/11/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,3.377891627,170,10.41,10.41,20.2,36,365,0.681591235,9.060794,29.04783,62.5,637.5,1.174072
6/13/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,21.35532958,170,7.37,17.78,19.6,38,1,0.74802996,18.32377,35.313386,62.5,637.5,1.174072
6/14/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,5.643902585,170,20.07,30.48,18.6,39,2,0.72518785,22.198088,38.841549,62.5,637.5,1.174072
6/15/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,7.014291646,170,12.7,30.48,17.6,40,3,0.664900165,24.329923,40.406504,62.5,637.5,1.174072
6/16/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,52.5638362,170,0.25,30.73,20.9,41,4,0.703470292,28.256341,41.837695,62.5,637.5,1.174072
6/17/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,44.87445146,170,23.87,54.35,21.9,42,5,0.711365325,33.486766,44.680629,62.5,637.5,1.174072
6/18/13,2013,BCSE_KBS,Building,R1,June,Corn,Annual,28.75629326,170,23.62,43.94,17.7,43,6,0.667765258,36.436945,46.735911,62.5,637.5,1.174072
